pmid,title,abstract,pub_types,year,label_name
41537860,Evolution beyond allele frequency changes and the case study of amphibians.,"Evolution is an interdisciplinary field that has been highly controversial over the last 20 years, fuelling many studies across different disciplines, such as philosophy, mathematics, and biology. The causes and processes of evolutionary changes are, to this date, still debated. A broad evolutionary framework accounting for all sources of adaptive phenotypic variation is crucial for biodiversity conservation, which can be considered an applied evolutionary discipline. Species are experiencing human-mediated perturbations in their ecosystems. Thus, the most pressing question in conservation is whether populations can keep pace with the changes in their newly impacted environments. Among the more vulnerable and threatened species are amphibians, which have suffered the most catastrophic disease-driven loss ever recorded for wildlife. Infection outcomes are highly variable. Hence, how some amphibian populations recover while others face extinction remains unclear. Novel evolutionary hypotheses regarding these amphibian-pathogen systems need to be formulated and tested. I proposed to explore two non-genetic mechanisms (telomere length and epigenetic pattern changes) that could generate heritable adaptive variation. I devised and presented the rationale for this new conceptual evolutionary framework to help estimate amphibians' fate. As exemplified for amphibians, in this perspective, I envision the years ahead for evolution and conservation as intertwined disciplines.","['Journal Article', 'Review']",2025,review
41537826,Decoding chronic pain: insights into the transition from acute to persistent pain.,"Chronic pain-the persistence of pain-delineates a huge challenge to the healthcare system. During the process of pain chronification, when acute pain transitions into chronic pain, processing and pathways associated with nociceptive impulse progressively undergo diverse anatomical and physiological alterations in a process known as sensitization. Pain sensitization, which occurs in both the peripheral and central nervous system, entails intricate neurobiological mechanisms that can lead to a cascade of effects, including reduced pain threshold, augmented excitability of pain pathways and heightened sensitivity to painful stimuli. Due to the complex interplay of these neurobiological mechanisms, optimal treatment for chronic pain remains elusive. Elucidating these mechanisms further is essential to devise targeted interventions for preventing or managing chronic pain, particularly following surgical procedures. This review explores the key neurobiological mechanisms involved in the transmission of nociceptive signalling, an in-depth mechanism contributing to pain chronification, with a special focus on peripheral and central sensitization, neuroimmune interactions and neuroplastic changes within the central nervous system. It also encompasses a comprehensive overview of various therapeutic interventions, which is crucial for enhancing therapeutic strategies and patient outcomes in chronic pain management.","['Journal Article', 'Review']",2025,review
41537790,Clinical-Based Interprofessional Education for Prelicensure Nursing Students: A Systematic Literature Review.,"Interprofessional education (IPE) is an essential component of nursing education that allows students to collaborate with health professionals from different disciplines. This review identifies models of clinical-based IPE for nursing students and explores methods of evaluation.
Studies included targeted prelicensure nursing students in the United States, evaluated clinical-based IPE activities, and included pre- and postquantitative evaluation of student outcomes. Framework analysis was used to examine the domains of IPE activities addressed.
Eighteen studies were included. All of the studies reported at least one improved self-reported outcome. All IPE activities addressed the teamwork domain, 13 (72.2%) addressed the communication domain, 10 (55.6%) addressed the roles domain, and 8 (44.4%) addressed the values domain. Five (27.8%) activities addressed all domains.
Evidence shows that clinical-based IPE improves self-reported nursing student outcomes, better preparing them to enter the workforce, collaborate with other professions, and deliver high-quality patient care.","['Journal Article', 'Systematic Review']",2026,review
41537621,Effectiveness of non-pharmacological treatments in lowering blood pressure in pregnant women with hypertension: A systematic review.,"Hypertension in pregnant women is a leading cause of maternal morbidity and mortality globally, particularly in developing countries. This systematic review evaluates the effectiveness of non-pharmacological treatments in reducing blood pressure in pregnant women with hypertension. The articles analyzed were sourced from multiple databases between 2013 and 2023, focusing on hypertensive disorders in pregnancy and non-pharmacological treatments. After screening and eligibility assessment, six relevant studies were included. The results revealed that non-pharmacological interventions, such as yoga therapy, Qur'anic recitation (Murottal therapy), lavender aromatherapy combined with classical music, the Go-Yoga application, and foot massage with warm water immersion infused with lemon, effectively lowered blood pressure in pregnant women. These interventions primarily work by promoting relaxation, reducing stress, and improving cardiovascular function and hormonal balance. In conclusion, non-pharmacological treatments offer safe and effective alternatives for managing hypertension during pregnancy. However, further research with larger sample sizes is needed to confirm their long-term safety and efficacy.","['Journal Article', 'Systematic Review']",2026,review
41537620,[The impact of sleep disorders on microcirculation: the potential of capillaroscopy in diagnosis and monitoring].,"Sleep disorders (short sleep duration, insomnia, obstructive sleep apnea and circadian rhythm disorders) negatively affect microcirculation, causing endothelial dysfunction, decreased capillary density, and increased inflammation. Nailfold capillaroscopy can detect structural changes in microvessels (tortuosity, avascular zones) and serves as an early marker of vascular impairment. The correction of sleep disorders (e.g., CPAP therapy, sleep schedule normalization) improves microcirculation, and capillaroscopy can be used to monitor treatment effectiveness.","['Journal Article', 'Review', 'English Abstract']",2025,review
41537619,[Historical development and modern significance of capillaroscopy in the diagnosis and monitoring of microcirculatory disorders].,Capillaroscopy is a non-invasive method for visualizing the microcirculatory system using modern digital equipment. This review presents the historical development of the method-from the first microscopic observations of nailfold capillaries in the 17,"['Journal Article', 'Review', 'Historical Article', 'English Abstract']",2025,review
41537618,[Transcranial electrotherapy in the treatment of mental diseases].,"Non-pharmacological intervention in mental diseases is of interest to researchers as an opportunity to reduce the number of side effects from psychopharmacotherapy. One of the central issues is the possibility of physically influencing brain wave activity in order to affect its functioning. For a long time, this issue remained unstudied. The situation has changed dramatically with the recent development of noninvasive brain stimulation techniques that open up new perspectives for neuroscience, allowing researchers to confirm their correlation theories for the first time by directly manipulating brain function through external influences. One of the methods of such exposure is transcranial electrical stimulation (tACS), a method of electrical stimulation of the brain in which currents act on the intact human scalp to directly interfere with the electrical activity of the brain. It is assumed that neural involvement and plasticity mediate the behavioral effects of tACS in patients with mental pathology. The purpose of this review was to study the current state of the problem, describe the latest developments in the field of tACS, and provide observations of the online and offline effects of tACS use in the treatment of mental disorders. To achieve this goal, we analyzed 180 publications In Russian and foreign libraries, descriptions of inventions related to electrotherapy, and reviewed the results of randomized controlled trials on this topic. Most of the described methods have a strong evidence base and might be included in guidelines for treatment of mental disorders in the near future.","['Journal Article', 'Review', 'English Abstract']",2025,review
41537594,Managing dangerous liaisons: lessons from ,"As the first bacterium to be deemed a class I carcinogen by the World Health Organization in 1994, ","['Journal Article', 'Review']",2026,review
41537534,Non-inflammatory mimickers of myositis: a guide for rheumatologists.,"Muscle dysfunction presenting with weakness and elevated muscle enzymes poses a significant diagnostic challenge for rheumatologists, particularly in differentiating idiopathic inflammatory myopathies (IIM) from other mimicking conditions. This review systematically categorises non-inflammatory muscle diseases, including drug-induced myopathies, endocrine myopathies, genetic muscular dystrophies, metabolic and mitochondrial myopathies, and neuromuscular junction disorders, that can clinically and histologically resemble myositis. We emphasise the importance of a detailed clinical evaluation, including history, pattern of muscle involvement, extramuscular features, and comprehensive laboratory and biopsy investigations, to avoid misdiagnosis. Awareness of these mimickers is crucial for guiding appropriate diagnostic workup and management, given the distinct therapeutic approaches required for each condition. This framework aims to assist rheumatologists in improving diagnostic accuracy, optimising patient management, and enhancing referral decisions in patients presenting with muscle weakness.","['Journal Article', 'Review']",2026,review
41537509,Clinical Electroencephalography for Anesthesiologists and Intensivists: Part 2-Physiologic Signatures and Active Management.,"The electroencephalogram (EEG) offers physicians a window into their patients' neurologic and broader physiologic states. Frontal EEG interpretation is emerging as a core competency for anesthesiologists and intensivists. Part 1 of this series reviewed the basics of frontal EEG, including relevant biophysics, neuroanatomy, and anesthetic-mediated frontal EEG signatures of sedation and unconsciousness. In part 2, the authors outline a set of physiologic signatures that integrate the basics of EEG interpretation presented in part 1 with the systemic pathophysiology commonly seen in critical illness. They organize these signatures into a systematic framework to facilitate use of frontal EEG monitoring in the active management of critically ill patients. Finally, the authors use case examples to illustrate how the signatures and framework can guide patient-specific management.","['Journal Article', 'Review']",2025,review
41537508,Perioperative Resuscitation and Life Support (PeRLS): An Update.,"Cardiovascular collapse and arrest in the periprocedural setting and intensive care unit differ from arrests in other contexts (such as out-of-hospital or hospital ward) because clinicians almost always witness the event, and the most likely precipitating cause may be known. In comparison to other settings, the response can be timelier and more focused on treating the underlying cause(s). Since many patients deteriorate over minutes to hours, clinicians can evaluate the patient expeditiously, generate a diagnosis, and initiate appropriate treatment more rapidly than in other arrest circumstances. This iteration of Perioperative Resuscitation and Life Support (PeRLS) employs Grading of Recommendations, Assessment, Development, and Evaluations (GRADE) methodology to review the most recent evidence on preventing and managing cardiac arrest during the perioperative period. Furthermore, many of the recommendations and algorithms may also be applicable to areas outside the operating room, such as the intensive care unit and emergency room.","['Journal Article', 'Review']",2025,review
41537507,Placental Transfer of Tranexamic Acid and the Case for Earlier Use in Obstetric Hemorrhage Trials.,"The current practice of delaying tranexamic acid administration until after cord clamping may blunt its therapeutic potential in obstetric hemorrhage. Although this precaution aims to avoid fetal exposure, pharmacokinetic and available safety data suggest that such exposure poses minimal fetal risk. Data from limited cesarean and placenta previa studies indicate that earlier administration-before surgical incision or onset of bleeding-may reduce blood loss without harming neonates. Given that tranexamic acid is most effective when given early or before the onset of fibrinolysis, obstetric clinical trials and future protocols should reconsider the current default to post-cord clamping dosing. Earlier, targeted tranexamic acid administration may improve maternal outcomes without compromising neonatal safety and should be considered part of a rational approach in obstetric hemorrhage clinical trials.","['Journal Article', 'Review']",2025,review
41537497,"Preserving scientific integrity in academic publishing: Navigating artificial intelligence, journal policies and the impact factor as a quality indicator.","The integration of artificial intelligence (AI), the rise of mega-journals, and the manipulation of impact factors present challenges to scientific integrity. These trends threaten the core principles of objectivity, reproducibility, and transparency. This editorial highlights two categories of threats: (1) external pressures, such as AI misuse and metric-driven publishing models, and (2) internal systemic flaws, including the 'publish or perish' culture and methodological fragility. Mega-journals, characterized by high-volume publishing and broad interdisciplinary scopes, improve accessibility and accelerate dissemination. However, the emphasis on publication volume might weaken the rigour of peer review. To navigate these challenges, the authors propose a balanced approach that harnesses innovation without compromising scientific integrity. Proposed solutions include mandating AI transparency through frameworks like Consolidated Standards of Reporting Trials-Artificial Intelligence, and redefining impact metrics to emphasize reproducibility, mentorship, and societal impact alongside citations. Scientific journals should promote career opportunities less on publication quantity and more on quality. Global cooperation, via initiatives like the San Francisco Declaration on Research Assessment and the Committee on Publication Ethics, is essential to standardize ethics and address resource disparities. This editorial proposes solutions for researchers, journals, and policymakers to realign academic incentives and uphold the ethical foundation of science. By fostering transparency, accountability, and equity, the scientific community can preserve its ethical foundations while embracing transformative tools, ultimately advancing knowledge and serving society. LEVEL OF EVIDENCE: Level V.","['Journal Article', 'Review']",2026,review
41537493,The Efficacy of Cognitive Behavioural Therapy in the Management of Body Dysmorphic Disorder: A Systematic Review and Meta-Analysis.,"Body Dysmorphic Disorder (BDD) is a condition characterised by intrusive thoughts of ugliness and deformity. The efficacy of cognitive behavioural therapy (CBT) in treating BDD remains debatable despite results from several randomised controlled trials (RCTs). This study evaluated the current evidence on the efficacy of CBT compared to placebo or other interventions for treating BDD. We conducted a systematic review and meta-analysis of RCTs. Following a database search, the quality effects (QE) model was used to synthesise standardised mean differences and 95% confidence intervals for outcomes including BDD symptoms, insight, depression, body image, anxiety, global functioning and quality of life. Stratified analyses were based on outcome scale, CBT delivery mode and modality, control group type and country. Heterogeneity was assessed using the I","['Journal Article', 'Systematic Review', 'Meta-Analysis', 'Review']",2026,review
41537477,From intrinsic structures to supramolecular organization: exploring the diversity and origins of chirality in metal clusters.,"Nanoscale chirality has emerged as a dynamic and expanding field of research, with particular emphasis on systems that exhibit optical activity in both the ground and excited states, enabling promising prospects in areas such as enantioselective catalysis, circularly polarized photonics, advanced bioimaging, anti-counterfeiting technologies, and optical data encryption. In contrast to larger nanoparticles, where surface irregularities often complicate the correlation between structure and properties, atomically precise metal clusters serve as accurate model systems in which chiral features can be directly correlated with atomic-level arrangements and electronic structures. Recent developments have uncovered several distinct mechanisms through which chirality manifests in these systems. These include: (i) intrinsic asymmetry within the metal core, or asymmetric orientation of achiral ligands, originating from optically inactive starting atomic configurations; (ii) chirality introduced ","['Journal Article', 'Review']",2026,review
41537447,"Synthetic lethality in cancer therapy: Mechanisms, models and clinical translation for overcoming therapeutic resistance.","Synthetic lethality (SL)-based strategies hold significant promise for overcoming therapeutic resistance, a critical bottleneck in cancer treatment where cancer cells evade anticancer therapies, leading to diminished efficacy or treatment failure. The core of SL lies in exploiting tumour-specific vulnerabilities: drug-resistant cells often acquire unique genetic defects or compensatory adaptive responses, and SL strategies selectively target genes or pathways dependent on these vulnerabilities to induce specific cell death, thereby reversing resistance.
This review systematically elaborates on SL mechanisms and the multi-faceted nature of tumour drug resistance, then focuses on how SL counteracts resistant phenotypes by leveraging resistant cells' vulnerabilities. We further delineate SL applications in preclinical resistance models, highlight representative SL-related drugs and predictive biomarkers and critically analyse challenges in clinical translation.
By integrating mechanistic insights, preclinical validation and translational perspectives, this review aims to provide novel insights for precision therapy and a foundational reference to advance SL strategies in overcoming tumour resistance and facilitating their clinical implementation.
SL-based strategies exploit tumour-specific vulnerabilities in drug-resistant cells to induce selective cell death and overcome therapeutic resistance. This review dissects SL mechanisms, diverse drivers of tumour drug resistance and how SL counteracts resistant phenotypes via these vulnerabilities. It summarises clinical translational applications of SL from preclinical studies to trials, approvals and emerging targets, and discusses future precision therapy.","['Journal Article', 'Review']",2026,review
41537444,"Diets, Fruit and Vegetable Intake, and Nutritional Status in Sri Lanka: A Scoping Review.","Suboptimal diets, including low fruit and vegetable (F&V) intake, are major contributors to malnutrition and non-communicable diseases (NCDs) in Sri Lanka. Understanding dietary patterns is essential for addressing these challenges. This scoping review synthesizes the literature on diet, F&V intake, and nutritional status across different population groups in Sri Lanka. Searches were conducted in PubMed in October 2023. In total, 30 publications on diet, 13 on F&V intake, and 26 on nutritional status met the inclusion criteria. Sri Lankan diets were found to be rice-dominant with limited variety of nutrient-dense foods such as animal-source foods (ASF) and F&V. Trends in nutritional status varied across life stages. Among children < 5, undernutrition was prevalent, with stunting affecting 14%-21%, wasting 10%-15%, and underweight 17%-21%. Anemia was found in 8%-15% of children < 5 and 25%-30% of pregnant women. Micronutrient deficiencies, particularly vitamin D, iron, and zinc, affected more than one-third of pregnant women. In adults, over one-third were overweight/obese, 8%-12% had diabetes, and 20%-25% had hypertension. Diet, F&V intake and nutrition outcomes also differed by socioeconomic, demographic, and geographic characteristics, with estate sector residents, Indian Tamil populations, and low-income groups disproportionately affected by poor diet quality, low F&V intake, insufficient nutrient intake and malnutrition, while women (vs. men) and urban (vs. rural/estate) residents exhibited higher prevalence of overweight/obesity and NCDs. This review revealed evidence gaps such as the lack of recent dietary intake data based on individual quantitative dietary assessments that limit understanding of current diet adequacy. Additionally, only one impact evaluation designed to improve diet was identified. More research is needed to understand how to effectively improve diet including increasing intake of F&V and ASF in Sri Lanka.","['Journal Article', 'Scoping Review']",2026,review
41537434,Midline catheters versus peripherally inserted central catheters for intravenous therapy in adults.,This is a protocol for a Cochrane Review (intervention). The objectives are as follows: To evaluate the benefits and harms of midline catheters versus PICCs for intravenous therapy in adults.,"['Journal Article', 'Systematic Review']",2026,review
41537429,Trained immunity in acute and chronic neurological diseases.,"Trained immunity, the long-term reprogramming of innate immune cells to elicit an enhanced response upon subsequent challenges, has become a key concept in understanding a wide range of pathologies, including both acute and chronic inflammatory disorders. Recent evidence suggests that trained immunity also plays a significant role in the development and progression of various neurological disorders and related comorbidities, in which brain pathology can lead to trained immunity. This review summarizes the current understanding of trained immunity within both brain-resident immune cells and myeloid-derived innate immune cells, focusing on their roles in neurological disorders, such as ischemic brain injury, Parkinson's disease, and Alzheimer's disease. Additionally, we explore the heterogeneity of trained immunity across different conditions and its potential applications in clinical neurology.","['Journal Article', 'Review']",2026,review
41537423,Female sexual health after obstetric anal sphincter injury: a scoping review.,"Sexuality is integral to most women's quality of life. However, pregnancy and childbirth often lead to biological, psychological, and relational challenges that can impact sexual health and wellbeing. Research has documented declines in sexual activity, functioning, and satisfaction during the postpartum period, particularly among women who sustained severe perineal injuries during delivery. However, these issues remain scientifically and clinically underrecognized.
Approximately 90% of primiparous women experience perineal tearing during vaginal delivery, with 5% sustaining an obstetric anal sphincter injury (OASI). This scoping review aims to synthesize existing evidence on the relationship between OASI and postpartum sexual health, focusing on three key dimensions: (1) sexual activity, (2) sexual functioning, and (3) sexual satisfaction. Understanding the impact of OASI on female sexual health is essential for providing tailored postpartum care and support.
A comprehensive literature search was conducted in PubMed, Embase, Scopus, CINAHL, Cochrane, and ""gray literature"" sources to identify relevant peer-reviewed studies. The selection process involved three stages: screening of titles and abstracts, full-text evaluation, and final inclusion based on predefined criteria. Original quantitative studies presenting statistical evidence on the impact of OASI on postpartum sexual health were eligible for inclusion.
Based on 33 articles, the scoping review revealed that women with OASI experienced delayed resumption of sexual intercourse compared to those with no or minor perineal tears. In addition, most studies reported that OASI increased the risk of dyspareunia, potentially persisting for years after childbirth. Several studies also observed a temporary or long-term decrease in desire, lubrication, orgasm ability, and overall sexual satisfaction. OASI was further associated with a heightened risk of long-lasting complications such as anal incontinence, which could contribute to or exacerbate sexual problems.
Women who sustain OASI during childbirth face an increased risk of postpartum sexual health issues. To mitigate these challenges, healthcare providers should encourage open discussions about sexual health and, when necessary, provide referrals to physiotherapy, couples therapy, or specialized sexological support.","['Journal Article', 'Scoping Review']",2026,review
41537406,Achieving balance in tendon repair.,"Achieving balance in tendon repair is essential for restoring optimal function after tendon injuries, particularly in the hand and upper limb. We review and discuss key steps of 'balanced' flexor and extensor tendon repair and rehabilitation.Flexor tendon repair:To achieve optimal outcomes of tendon repair, the surgeon needs to consider the balance between mechanical strength and tendon nutrition. Strong multi-strand repairs provide security against gapping and rupture, but overly tight or running epitenon sutures may impair synovial and blood supply to epitenon. Pulley venting in zone 2 is another balance: too little venting risks the repair catching or rupturing, while too much venting risks bowstringing. In the wide-awake setting, intraoperative excursion testing shows the ideal venting length that allows a solid repair to glide freely without clinically significant bowstringing.In contaminated wounds, delayed repair avoids the risk of infection. Primary repairs are possible 1-2 weeks after injury, and even very late repairs can succeed if strong multi-strand core sutures are used and tension is carefully balanced. Repair tension should be sufficient to ensure that tendon ends are in close contact with slight bulkiness at the repair site to ensure a solid repair that allows early active digital motion.Extensor tendon repair and rehabilitation:Extensor tendon injuries proximal to the fingers also require balance between protection and movement. Immobilization risks stiffness, while early relative motion splinting with strong repairs allows safer functional use or early active motion exercise. Pain-guided active mobilization and patient education further help maintain glide without rupture.
Successful treatment requires a balance of various aspects of the repair process, including anatomical prerequisites, surgical techniques and rehabilitation strategies, through a multifaceted approach that encompasses careful surgical planning, accurate surgical repairs, optimal therapy protocol design and patient engagement.","['Journal Article', 'Review']",2026,review
41537364,Ignorance culture and eating disorders: lived experience analysis of alarms being ignored.,,"['Journal Article', 'Review']",2026,review
41537331,[Attention deficit hyperactivity disorder in adult].,"This study explores the clinical presentation, neurobiological basis and therapeutic approaches of attention deficit hyperactivity disorder (ADHD) through the case of an adult who had not previously been diagnosed. Since childhood, the patient presented with symptoms suggestive of mixed ADHD, combining inattention, agitation, impulsivity and addictive comorbidity. Clinical and neuropsychological assessment has documented a typical picture. Recent data from the literature, particularly on the dysregulation of mesocortical and mesolimbic dopaminergic pathways, shed light on the underlying mechanisms. An integrated pharmacological and non-pharmacological treatment plan is proposed, tailored to the specific needs of the adult patient.","['Journal Article', 'Case Reports', 'English Abstract', 'Practice Guideline']",2026,review
41537330,[How I explore…optic neuritis].,"Optic neuritis is an inflammation of the optic nerve most often caused by autoimmune or systemic disease. The diagnostic management is transdisciplinary. The clinical approach should be global first and then system-oriented. It determines the choice of additional investigations whose purpose is the characterization of the type and the cause of the optic neuritis. The exploration initially involves neuroimaging techniques, visual electrophysiology and biological analyses. Optical coherence tomography is of considerable interest in specifying the differential diagnosis. Diagnostic accuracy influences the treatment and prognosis of this condition.","['Journal Article', 'English Abstract', 'Review', 'Practice Guideline']",2026,review
41537329,[Osteoarthritis and cellular therapeutics].,"Osteoarthritis, a degenerative disorder of the osteoarticular system, leads to progressive cartilage deterioration, resulting in pain and functional impairment. Its clinical presentation is heterogeneous, reflecting a diversity of phenotypes and molecular profiles. Risk factors include advanced age, female sex, obesity and joint trauma. Among emerging therapeutic strategies, mesenchymal stem cells (MSCs) offer promising prospects. These cells, derived from bone marrow, adipose tissue, and umbilical tissues, exhibit regenerative and immunomodulatory properties. In parallel, MSC-derived exosomes, which carry regenerative bioactive factors, represent another avenue of innovation, though their clinical application still requires further validation.","['Journal Article', 'Review', 'English Abstract']",2026,review
41537328,"[The diagnosis of rare movement disorders in 2026. Phenotyping, genomics, brain imag-ing, a three-part work].","The diagnosis of rare movement disorders remains a major challenge in neurology due to their phenotypic diversity and genetic heterogeneity. Recent advances in high-throughput sequencing make it possible to identify new causative variants, while high-resolution MRI (7T) refine the analysis of associated brain abnormalities. The combination of rigorous clinical phenotyping, state-of-the-art genetic tools, and innovative brain imaging is currently redefining the diagnostic approach, paving the way for earlier and better targeted management of these disorders.","['Journal Article', 'Review', 'English Abstract']",2026,review
41537327,[Acute heart failure in dilated cardiomyopathy with TTN gene mutation : a case report and literature review].,"Dilated cardiomyopathy (DCM) is a common cause of heart failure and may progress to acute decompensation requiring intensive care management. Genetic forms, particularly those associated with truncating mutations in the titin (TTN) gene, account for a significant proportion of DCM cases. The clinical case presented involves a young patient admitted to the intensive care unit for cardiogenic shock, revealing severe DCM. Etiological diagnosis was confirmed by genetic analysis, which identified a truncating mutation in the TTN gene. Initiation of optimal medical therapy led to partial recovery of cardiac function. This case highlights the importance of comprehensive etiological assessment in critical settings and underscores the specific management considerations of genetically determined DCM. A review of the literature is provided, focusing on the pathophysiological, clinical, and therapeutic aspects of this condition.","['Journal Article', 'Case Reports', 'Review', 'English Abstract']",2026,review
41537326,[Functional assessment of coronary artery disease in the interventional cardiology suite].,"Ischemic heart disease, the main clinical expression of atherosclerotic cardiovascular disease, remains a leading global health challenge. While coronary angiography is the gold standard for anatomical assessment, it has limitations in determining the functional relevance of coronary lesions. Invasive physiological techniques - such as Fractional Flow Reserve (FFR) and its resting equivalents (iFR, RFR) - enable an objective hemodynamic evaluation, particularly useful in intermediate or multivessel diseases. Emerging imaging-derived tools, including QFR and FFRCT, offer less invasive alternatives that may play an increasing role in the upstream decision-making process. This article provides a practical overview of the available modalities, their physiological rationale, and their integration into interventional practice.","['Journal Article', 'Review', 'English Abstract']",2026,review
41537324,[How do I treat : allergic bronchopulmonary aspergillosis in patients with cystic fibrosis].,"Allergic bronchopulmonary aspergillosis (ABPA) is a hypersensitivity reaction to Aspergillus fumigatus, commonly found in patients with cystic fibrosis and severe asthma. It leads to bronchial inflammation, excessive mucus secretion, and progressive lung function decline. The diagnosis is challenging and is based on clinical, biological, and radiological criteria. Treatments include systemic corticosteroids, antifungals, and monoclonal antibodies such as omalizumab and mepolizumab. The triple combination of elexacaftor, tezacaftor, and ivacaftor indirectly improves ABPA by reducing inflammation and enhancing bronchial drainage. After presenting a complex clinical case, this article provides a synthesis of the diagnostic criteria for ABPA, and the different treatments.","['Journal Article', 'Case Reports', 'English Abstract', 'Practice Guideline']",2026,review
41537311,A comprehensive survey of genome language models in bioinformatics.,"Large language models have revolutionized natural language processing by effectively modeling complex semantics and capturing long-range contextual relationships. Inspired by these advancements, genome language models (gLMs) have recently emerged, conceptualizing DNA and RNA sequences as biological texts and enabling the identification of intricate genomic grammar and distant regulatory interactions. This review examines the need for gLMs, emphasizing their capacity to overcome the limitations of traditional deep learning approaches in genomic sequence characterization. We comprehensively survey contemporary gLM architectures, including Transformer models, Hyena convolutions, and state space models, as well as various sequence tokenization strategies, assessing their applicability, and effectiveness across diverse genomic applications. Additionally, we discuss foundational pretraining strategies and provide an overview of genomic pretraining datasets spanning multiple species and functional domains. We critically analyze evaluation methodologies, including supervised, zero-shot, and few-shot learning paradigms, as well as fine-tuning approaches. An extensive taxonomy of downstream tasks is presented, alongside a summary of existing benchmarks and emerging trends. Finally, we contemplate key challenges such as data scarcity, interpretability, and the computational demands of genomic modeling, and propose a roadmap to guide future advances in genome language modeling.","['Journal Article', 'Review']",2026,review
41537307,Artificial intelligence in mitotic checkpoint modeling: transforming our understanding of cellular division through machine learning and predictive biology.,"Mitotic checkpoints safeguard genomic integrity by orchestrating the precise segregation of chromosomes during cell division. Yet their complex, nonlinear dynamics have long defied full understanding through traditional experimental and computational approaches. In recent years, artificial intelligence (AI) has begun to transform this landscape. Machine learning and deep learning methods now achieve substantial accuracies in predicting cellular behaviors and uncovering novel regulatory mechanisms within checkpoint networks. Advances include transformer architectures capable of predicting spindle assembly checkpoint engagement with >95% accuracy, graph neural networks that decode kinetochore-microtubule dynamics at subpixel resolution, and hybrid AI-mechanistic models that reveal previously hidden feedback circuits. By integrating multi-omics data and bridging molecular mechanisms with clinical applications, AI-driven approaches are opening significant opportunities for precision medicine in cancer and other proliferative diseases. This review synthesizes emerging computational frameworks, highlights transformative AI-driven discoveries, and proposes a roadmap for developing predictive, personalized models of mitotic checkpoint control-charting a path from computational insight to clinical impact.","['Journal Article', 'Review']",2026,review
41537297,Incidence of adverse effects and complications after application of cryoanalgesia during pectus excavatum surgery: A systematic review.,"&lt;b&gt;Introduction:&lt;/b&gt; Intercostal cryoablation has been widely adopted in many centers for the use during minimally invasive repair of pectus excavatum (MIRPE) due to its excellent postoperative pain control. However, there is a lack of studies comprehensively reviewing the scope and frequency of adverse effects after use of cryoanalgesia.&lt;b&gt;Methods:&lt;/b&gt; We performed a systematic review of the literature from 2000 to June 2024 according to the PRISMA guidelines. The primary outcomes of interest were side effects and complications after use of cryoanalgesia during MIRPE procedure in children and adolescents.&lt;b&gt;Results:&lt;/b&gt; An initial reference search yielded 1347 articles. Finally, after eligibility screening we chose 38 studies that we included in the further analysis. In our study, we demonstrated that the use of cryoanalgesia during Nuss procedure is reported to be associated with the risk of side effects. Although the risk of perioperative complications is low, possible problems include: loss of chest wall sensation, neuralgia, bar migration due to ignoring of activity restriction, dermatitis, lung injury and other.&lt;b&gt;Conclusions:&lt;/b&gt; Despite the wide use of cryoanalgesia in pectus excavatum (PE) surgery in children and young adults, surgeon should be aware of possible side effects. This report is the first published study summarizing specific complications associated to use of intercostal cryoablation in PE surgery. In our opinion there is a substantial need for large randomized controlled studies in this topic.","['Journal Article', 'Systematic Review']",2025,review
41537295,The role of intestinal microflora in prehabilitation for colorectal cancer surgery - systematic review.,"Colorectal cancer (CRC) is a global health issue that frequently necessitates surgical treatment. Prehabilitation, a strategy designed to enhance patients' health status prior to surgery, has been recognized as an effective approach to improve surgical outcomes. Probiotics, celebrated for their positive impact on gut health, have been identified as a potential component of prehabilitation regimens for CRC patients. Nonetheless, the evidence supporting their efficacy in this setting is not yet definitive. This systematic review is intended to assess the role of probiotics in the prehabilitation of patients scheduled for colorectal cancer surgery.","['Journal Article', 'Systematic Review']",2025,review
